Label,SrcIP,SrcPort,DstIP,DstPort,Protocol,Length,Duration
malware,1851412737,80,1091101,49315,6,1411,0.000134
malware,1091101,49315,1851412737,80,6,60,0.000132
malware,1851412737,80,1091101,49315,6,1411,0.000441
malware,1851412737,80,1091101,49315,6,1411,0.000108
malware,1851412737,80,1091101,49315,6,1411,7e-05
malware,1851412737,80,1091101,49315,6,1411,0.000183
malware,1091101,49315,1851412737,80,6,60,1.2e-05
malware,1851412737,80,1091101,49315,6,1411,3e-06
malware,1851412737,80,1091101,49315,6,1514,0.000124
malware,1091101,49315,1851412737,80,6,60,6e-06
malware,1851412737,80,1091101,49315,6,1308,5e-06
malware,1091101,49315,1851412737,80,6,60,0.00014
malware,1851412737,80,1091101,49315,6,1514,1e-05
malware,1851412737,80,1091101,49315,6,1308,4e-06
malware,1091101,49315,1851412737,80,6,60,5.7e-05
malware,1851412737,80,1091101,49315,6,1411,0.000647
malware,1851412737,80,1091101,49315,6,1411,5.8e-05
malware,1851412737,80,1091101,49315,6,1411,3.5e-05
malware,1091101,49315,1851412737,80,6,60,0.00017
malware,1851412737,80,1091101,49315,6,1514,5e-06
malware,1851412737,80,1091101,49315,6,1308,3e-06
malware,1091101,49315,1851412737,80,6,60,9.8e-05
malware,1851412737,80,1091101,49315,6,1411,7e-06
malware,1091101,49315,1851412737,80,6,60,0.000145
malware,1851412737,80,1091101,49315,6,1411,0.086349
malware,1851412737,80,1091101,49315,6,1411,1.8e-05
malware,1091101,49315,1851412737,80,6,60,0.000141
malware,1851412737,80,1091101,49315,6,1411,0.039669
malware,1851412737,80,1091101,49315,6,1411,3e-05
malware,1091101,49315,1851412737,80,6,60,4.3e-05
malware,1851412737,80,1091101,49315,6,1514,0.003159
malware,1851412737,80,1091101,49315,6,1308,1.8e-05
malware,1091101,49315,1851412737,80,6,60,0.000144
malware,1851412737,80,1091101,49315,6,808,0.010923
malware,1091101,49315,1851412737,80,6,60,0.000191
malware,1851412737,80,1091101,49315,6,60,70.215559
malware,1091101,49315,1851412737,80,6,60,0.000108
malware,1091101,49315,1851412737,80,6,60,102.613686
malware,1851412737,80,1091101,49315,6,60,8e-06
